Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Daylight/Dark,Weather Conditions,Local Authority ,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
2,16/10/2015,1620,6,1,1,Daylight,1,Calderdale,18,2,3,1,9
2,16/10/2015,1620,6,1,1,Daylight,1,Calderdale,18,2,3,2,10
2,16/10/2015,1620,6,1,1,Daylight,1,Calderdale,9,1,3,1,41
3,17/10/2015,1045,6,1,1,Daylight,1,Calderdale,9,1,3,1,19
2,18/10/2015,754,3,2,1,Daylight,1,Calderdale,9,1,3,1,43
2,19/10/2015,2058,6,1,4,Dark,1,Calderdale,9,1,2,2,21
2,19/10/2015,2058,6,1,4,Dark,1,Calderdale,9,1,3,1,49
2,19/10/2015,2058,6,1,4,Dark,1,Calderdale,9,2,3,2,12
1,20/10/2015,1716,6,1,1,Daylight,1,Calderdale,21,3,3,2,18
2,21/10/2015,1810,3,1,4,Dark,1,Calderdale,3,1,3,1,31
2,25/10/2015,1210,3,1,1,Daylight,1,Calderdale,9,1,3,1,54
2,25/10/2015,1210,3,1,1,Daylight,1,Calderdale,9,1,3,1,25
2,27/10/2015,1250,6,2,1,Daylight,1,Calderdale,9,1,3,1,30
2,28/10/2015,940,1,1,1,Daylight,2,Calderdale,9,2,3,2,8
2,28/10/2015,940,1,1,1,Daylight,2,Calderdale,9,2,3,2,13
2,29/10/2015,1000,6,2,1,Daylight,4,Calderdale,9,1,3,2,42
1,01/11/2015,415,6,2,4,Dark,7,Calderdale,9,1,3,1,29
1,01/11/2015,415,6,2,4,Dark,7,Calderdale,9,2,3,2,36
1,01/11/2015,415,6,2,4,Dark,7,Calderdale,9,2,3,1,27
1,01/11/2015,415,6,2,4,Dark,7,Calderdale,9,2,3,2,23
2,01/11/2015,1337,6,1,1,Daylight,1,Calderdale,1,1,2,1,44
2,04/11/2015,1115,3,1,1,Daylight,1,Calderdale,1,1,3,2,26
2,04/11/2015,1906,3,2,1,Daylight,1,Calderdale,1,1,2,2,42
1,05/11/2015,1755,2,2,4,Dark,7,Calderdale,9,3,3,2,19
1,05/11/2015,1930,6,2,4,Dark,2,Calderdale,9,3,2,1,28
1,07/11/2015,1210,6,2,1,Daylight,1,Calderdale,9,3,3,1,63
2,07/11/2015,1355,6,1,1,Daylight,1,Calderdale,2,1,3,1,17
2,07/11/2015,1558,6,2,1,Daylight,1,Calderdale,9,1,3,1,36
1,07/11/2015,2230,6,2,4,Dark,1,Calderdale,9,3,3,2,
1,08/11/2015,1344,3,1,1,Daylight,1,Calderdale,9,3,3,2,76
1,08/11/2015,1344,3,1,1,Daylight,1,Calderdale,9,1,3,2,29
1,08/11/2015,1740,1,2,4,Dark,5,Calderdale,9,1,3,2,27
2,06/11/2015,1715,4,1,4,Dark,1,Calderdale,9,1,3,2,43
2,09/11/2015,1745,6,2,4,Dark,1,Calderdale,9,1,3,2,24
1,09/11/2015,1811,3,2,4,Dark,4,Calderdale,3,1,3,1,42
1,09/11/2015,1811,3,2,4,Dark,4,Calderdale,3,3,3,1,25
1,10/11/2015,1510,6,2,1,Daylight,2,Calderdale,9,3,3,2,15
2,10/11/2015,946,6,1,1,Daylight,1,Calderdale,9,1,3,1,31
1,07/11/2015,1200,6,2,1,Daylight,1,Calderdale,9,3,3,2,87
2,13/11/2015,647,3,2,4,Dark,2,Calderdale,3,1,3,2,36
2,13/11/2015,1420,3,2,1,Daylight,2,Calderdale,9,1,3,2,30
1,13/11/2015,1550,6,2,1,Daylight,5,Calderdale,19,3,3,1,15
1,13/11/2015,1500,3,2,1,Daylight,5,Calderdale,9,3,3,1,23
2,14/11/2015,1559,3,2,1,Daylight,2,Calderdale,9,1,3,2,31
1,14/11/2015,2100,1,2,4,Dark,2,Calderdale,9,2,3,2,61
1,14/11/2015,2117,6,2,4,Dark,1,Calderdale,9,3,3,1,17
1,14/11/2015,2117,6,2,4,Dark,1,Calderdale,9,3,3,2,17
2,14/11/2015,2320,1,2,4,Dark,5,Calderdale,9,2,3,2,64
2,14/11/2015,2320,1,2,4,Dark,5,Calderdale,9,1,3,1,20
2,14/11/2015,2320,1,2,4,Dark,5,Calderdale,9,1,3,1,55
2,18/11/2015,1911,3,2,4,Dark,4,Calderdale,9,1,3,2,52
2,19/11/2015,610,6,1,4,Dark,1,Calderdale,9,1,3,1,38
2,19/11/2015,610,6,1,4,Dark,1,Calderdale,9,1,3,1,49
2,18/11/2015,1215,6,2,1,Daylight,2,Calderdale,9,1,3,1,49
3,19/11/2015,1605,1,2,4,Dark,5,Calderdale,9,1,3,2,20
3,19/11/2015,1605,1,2,4,Dark,5,Calderdale,9,1,3,2,24
1,20/11/2015,1014,6,2,1,Daylight,2,Calderdale,9,3,3,2,19
2,20/11/2015,1356,6,2,1,Daylight,1,Calderdale,9,1,2,1,88
1,22/11/2015,1136,6,1,6,,1,Calderdale,9,2,3,1,20
1,22/11/2015,1136,6,1,6,,1,Calderdale,9,1,3,1,20
1,22/11/2015,2117,6,2,4,Dark,1,Calderdale,9,1,2,1,18
1,22/11/2015,2117,6,2,4,Dark,1,Calderdale,9,2,3,2,15
1,22/11/2015,2117,6,2,4,Dark,1,Calderdale,9,2,3,2,15
3,23/11/2015,1454,6,2,1,Daylight,1,Calderdale,9,3,2,1,58
1,24/11/2015,1030,3,2,1,Daylight,1,Calderdale,4,1,2,1,23
1,24/11/2015,1539,3,2,1,Daylight,1,Calderdale,9,3,3,2,7
2,25/11/2015,700,6,2,1,Daylight,1,Calderdale,9,1,3,1,31
2,25/11/2015,700,6,2,1,Daylight,1,Calderdale,8,2,3,2,33
1,25/11/2015,1145,6,1,1,Daylight,1,Calderdale,9,3,3,1,54
2,26/11/2015,1645,6,2,4,Dark,1,Calderdale,9,1,3,1,22
3,27/11/2015,1630,1,2,4,Dark,1,Calderdale,9,1,3,1,43
3,27/11/2015,1800,3,2,4,Dark,2,Calderdale,9,1,3,2,27
2,29/11/2015,731,6,2,1,Daylight,2,Calderdale,8,1,3,1,30
2,29/11/2015,902,3,2,1,Daylight,5,Calderdale,9,1,3,1,29
2,30/11/2015,730,3,2,1,Daylight,1,Calderdale,4,1,2,1,18
1,09/11/2015,1700,6,2,4,Dark,1,Calderdale,10,3,3,1,66
2,30/11/2015,1700,3,2,4,Dark,2,Calderdale,5,1,2,1,
2,02/12/2015,630,6,2,4,Dark,1,Calderdale,9,1,3,1,64
1,03/12/2015,1745,6,2,4,Dark,2,Calderdale,9,3,3,1,43
3,03/12/2015,1826,4,2,4,Dark,2,Calderdale,9,1,3,1,54
3,03/12/2015,1826,4,2,4,Dark,2,Calderdale,9,1,3,2,45
3,05/12/2015,1322,3,2,1,Daylight,5,Calderdale,9,2,3,1,47
3,05/12/2015,1322,3,2,1,Daylight,5,Calderdale,9,2,3,1,24
3,05/12/2015,1322,3,2,1,Daylight,5,Calderdale,9,1,3,1,49
3,05/12/2015,1322,3,2,1,Daylight,5,Calderdale,9,2,3,1,3
2,06/12/2015,1600,6,1,1,Daylight,1,Calderdale,16,1,3,2,40
2,08/12/2015,1915,1,2,4,Dark,5,Calderdale,21,1,3,1,62
2,09/12/2015,854,3,1,1,Daylight,1,Calderdale,9,1,3,2,27
2,09/12/2015,854,3,1,1,Daylight,1,Calderdale,9,1,3,1,43
2,09/12/2015,854,3,1,1,Daylight,1,Calderdale,9,2,3,2,18
1,10/12/2015,1530,6,1,1,Daylight,1,Calderdale,9,3,3,2,14
1,10/12/2015,1620,6,2,4,Dark,1,Calderdale,9,3,2,1,87
1,10/12/2015,1625,3,2,4,Dark,1,Calderdale,9,3,3,1,44
3,16/12/2015,1040,6,2,1,Daylight,2,Calderdale,9,1,3,1,31
3,16/12/2015,1040,6,2,1,Daylight,2,Calderdale,9,1,3,1,48
2,13/12/2015,1532,3,2,1,Daylight,2,Calderdale,8,2,3,1,21
1,15/12/2015,1750,6,2,4,Dark,2,Calderdale,9,3,2,2,47
1,16/12/2015,914,3,2,1,Daylight,2,Calderdale,3,1,3,1,23
1,16/12/2015,946,3,2,1,Daylight,2,Calderdale,8,2,3,1,1
1,17/12/2015,1026,6,1,1,Daylight,1,Calderdale,20,3,2,1,40
1,18/12/2015,2054,3,1,4,Dark,1,Calderdale,9,3,2,1,69
1,18/12/2015,2054,3,1,4,Dark,1,Calderdale,9,3,2,1,49
2,21/12/2015,727,3,2,4,Dark,5,Calderdale,5,1,3,1,49
1,21/12/2015,1913,3,2,4,Dark,1,Calderdale,9,3,3,1,62
2,22/12/2015,1219,1,2,1,Daylight,5,Calderdale,9,1,3,1,32
1,22/12/2015,1310,4,2,1,Daylight,5,Calderdale,9,3,3,2,15
1,23/12/2015,1029,6,1,1,Daylight,1,Calderdale,90,3,1,1,59
2,23/12/2015,1810,1,2,4,Dark,1,Calderdale,9,1,3,2,34
2,24/12/2015,1856,3,2,4,Dark,1,Calderdale,16,1,3,1,22
2,26/12/2015,1015,4,2,1,Daylight,2,Calderdale,9,1,3,1,27
2,26/12/2015,1015,4,2,1,Daylight,2,Calderdale,9,2,3,1,22
2,26/12/2015,1015,4,2,1,Daylight,2,Calderdale,9,2,3,1,2
2,26/12/2015,1240,3,1,1,Daylight,1,Calderdale,9,1,3,1,27
2,26/12/2015,1755,6,2,4,Dark,2,Calderdale,9,1,3,2,28
2,26/12/2015,1822,3,2,4,Dark,2,Calderdale,9,1,3,1,36
1,29/12/2015,1220,3,1,1,Daylight,1,Calderdale,19,2,2,1,38
2,29/12/2015,1800,3,2,4,Dark,1,Calderdale,9,2,3,2,44
2,31/12/2015,1450,6,2,1,Daylight,2,Calderdale,19,1,3,1,20
2,31/12/2015,1450,6,2,1,Daylight,2,Calderdale,9,1,3,2,49
2,31/12/2015,2040,1,2,4,Dark,2,Calderdale,9,1,3,2,43
2,31/12/2015,2040,1,2,4,Dark,2,Calderdale,9,2,3,2,79
1,28/01/2014,835,6,2,1,Daylight,9,Calderdale,9,3,3,2,8
1,28/01/2014,1745,6,2,4,Dark,1,Calderdale,9,3,3,2,15
1,28/01/2014,1745,6,2,4,Dark,1,Calderdale,9,3,3,1,17
2,30/01/2014,900,6,2,1,Daylight,8,Calderdale,9,1,3,2,29
2,30/01/2014,900,6,2,1,Daylight,8,Calderdale,9,2,3,1,9
2,30/01/2014,900,6,2,1,Daylight,8,Calderdale,9,2,3,2,11
2,30/01/2014,900,6,2,1,Daylight,8,Calderdale,9,2,3,1,8
2,30/01/2014,1815,6,2,4,Dark,1,Calderdale,19,1,3,1,28
2,30/01/2014,1815,6,2,4,Dark,1,Calderdale,9,1,3,1,29
2,30/01/2014,1815,6,2,4,Dark,1,Calderdale,9,2,3,1,56
2,30/01/2014,2115,3,2,4,Dark,1,Calderdale,9,2,3,1,30
2,30/01/2014,2115,3,2,4,Dark,1,Calderdale,9,2,3,1,28
1,01/02/2014,130,3,1,4,Dark,1,Calderdale,8,2,2,2,52
1,01/02/2014,1240,6,1,1,Daylight,1,Calderdale,9,3,3,2,35
1,05/02/2014,1615,3,2,1,Daylight,2,Calderdale,9,3,3,2,40
1,05/02/2014,1715,6,2,4,Dark,1,Calderdale,8,3,2,1,95
2,06/02/2014,1857,3,2,4,Dark,2,Calderdale,9,1,3,1,40
1,06/02/2014,2040,1,2,4,Dark,2,Calderdale,9,2,3,1,22
3,07/02/2014,1906,4,2,4,Dark,1,Calderdale,9,1,3,1,24
3,07/02/2014,1906,4,2,4,Dark,1,Calderdale,9,2,3,2,43
2,07/02/2014,2200,3,1,4,Dark,1,Calderdale,9,1,1,1,20
2,07/02/2014,2200,3,1,4,Dark,1,Calderdale,9,2,1,1,19
2,07/02/2014,2200,3,1,4,Dark,1,Calderdale,9,2,3,1,19
2,08/02/2014,1200,6,2,1,Daylight,4,Calderdale,1,1,3,1,53
1,09/02/2014,1133,1,2,1,Daylight,2,Calderdale,9,2,3,2,5
2,10/02/2014,1805,3,2,4,Dark,1,Calderdale,9,1,3,2,42
1,11/02/2014,1745,3,2,4,Dark,3,Calderdale,9,3,2,1,33
1,13/02/2014,735,6,2,1,Daylight,1,Calderdale,9,3,3,1,16
1,13/02/2014,955,3,1,1,Daylight,1,Calderdale,9,3,3,1,51
1,04/02/2014,1330,6,1,1,Daylight,4,Calderdale,9,3,3,1,52
1,14/02/2014,1620,6,2,1,Daylight,2,Calderdale,9,3,3,1,18
1,15/02/2014,511,3,2,4,Dark,5,Calderdale,8,1,3,1,25
2,16/02/2014,1400,6,1,1,Daylight,1,Calderdale,9,1,3,1,69
2,16/02/2014,1400,6,1,1,Daylight,1,Calderdale,8,1,3,1,34
1,16/02/2014,2045,4,1,4,Dark,1,Calderdale,9,1,3,2,19
1,16/02/2014,2045,4,1,4,Dark,1,Calderdale,9,2,2,1,18
2,16/02/2014,2315,6,1,4,Dark,1,Calderdale,9,1,3,1,29
2,16/02/2014,2315,6,1,4,Dark,1,Calderdale,9,2,3,1,29
1,17/02/2014,850,6,1,1,Daylight,1,Calderdale,9,3,3,2,49
2,17/02/2014,1740,3,2,4,Dark,1,Calderdale,9,1,3,1,46
3,17/02/2014,1839,1,1,4,Dark,9,Calderdale,9,1,3,2,27
2,18/02/2014,1800,6,1,1,Daylight,1,Calderdale,11,2,3,2,46
2,19/02/2014,905,3,2,1,Daylight,2,Calderdale,9,1,3,1,21
2,19/02/2014,905,3,2,1,Daylight,2,Calderdale,9,1,3,1,77
2,19/02/2014,1620,6,1,1,Daylight,1,Calderdale,11,1,3,1,56
2,21/02/2014,625,3,4,1,Daylight,1,Calderdale,9,1,3,1,36
1,21/02/2014,702,3,4,1,Daylight,1,Calderdale,9,1,3,2,33
1,21/02/2014,740,3,4,1,Daylight,1,Calderdale,19,1,3,1,28
1,22/02/2014,1710,4,1,1,Daylight,1,Calderdale,5,1,3,1,54
1,22/02/2014,1710,4,1,1,Daylight,1,Calderdale,5,3,3,1,60
2,23/02/2014,1245,6,2,1,Daylight,1,Calderdale,8,1,3,1,44
1,23/02/2014,2315,6,1,4,Dark,1,Calderdale,1,1,2,1,67
3,24/02/2014,538,3,1,1,Daylight,1,Calderdale,9,1,3,1,39
3,24/02/2014,538,3,1,1,Daylight,1,Calderdale,9,2,3,1,46
2,25/02/2014,1610,3,2,1,Daylight,2,Calderdale,9,1,3,2,27
2,28/02/2014,1903,3,1,4,Dark,1,Calderdale,9,1,3,2,33
2,28/02/2014,1903,3,1,4,Dark,1,Calderdale,9,2,3,2,40
2,28/02/2014,1903,3,1,4,Dark,1,Calderdale,9,2,3,2,32
2,28/02/2014,1903,3,1,4,Dark,1,Calderdale,9,2,3,2,21
1,01/03/2014,34,3,1,4,Dark,1,Calderdale,9,1,2,1,21
2,01/03/2014,638,1,2,4,Dark,1,Calderdale,9,2,3,1,21
1,03/03/2014,315,3,2,4,Dark,1,Calderdale,9,1,2,1,44
2,03/03/2014,1005,3,2,1,Daylight,1,Calderdale,9,1,3,2,45
2,03/03/2014,1005,3,2,1,Daylight,1,Calderdale,9,2,3,2,17
1,03/03/2014,1344,6,1,1,Daylight,1,Calderdale,9,3,3,2,48
1,03/03/2014,1429,3,1,1,Daylight,1,Calderdale,9,1,2,2,67
2,05/03/2014,655,1,1,1,Daylight,1,Calderdale,9,2,3,2,20
2,05/03/2014,655,1,1,1,Daylight,1,Calderdale,9,1,3,1,27
2,05/03/2014,840,4,2,1,Daylight,9,Calderdale,9,1,3,2,31
2,05/03/2014,840,4,2,1,Daylight,9,Calderdale,9,1,3,2,62
3,06/03/2014,5,6,1,4,Dark,1,Calderdale,9,1,3,1,56
2,06/03/2014,849,3,1,1,Daylight,1,Calderdale,9,1,3,2,57
2,06/03/2014,745,3,2,1,Daylight,9,Calderdale,9,1,3,2,38
2,07/03/2014,1400,3,1,1,Daylight,1,Calderdale,9,1,3,1,17
2,07/03/2014,1710,4,1,1,Daylight,1,Calderdale,9,1,3,2,38
1,08/03/2014,249,1,1,4,Dark,1,Calderdale,9,1,1,1,58
1,10/03/2014,1535,6,1,1,Daylight,1,Calderdale,11,3,3,1,38
3,11/03/2014,1208,3,1,1,Daylight,1,Calderdale,9,1,3,1,22
3,11/03/2014,1208,3,1,1,Daylight,1,Calderdale,19,1,3,1,27
1,11/03/2014,1258,1,1,1,Daylight,1,Calderdale,9,1,3,2,32
1,11/03/2014,1258,1,1,1,Daylight,1,Calderdale,9,2,3,1,70
1,11/03/2014,1258,1,1,1,Daylight,1,Calderdale,9,2,2,2,52
3,11/03/2014,1650,1,1,1,Daylight,1,Calderdale,9,1,3,2,26
2,16/03/2014,1530,6,1,1,Daylight,1,Calderdale,9,1,3,1,39
2,16/03/2014,1530,6,1,1,Daylight,1,Calderdale,9,2,3,2,45
2,16/03/2014,1530,6,1,1,Daylight,1,Calderdale,9,2,3,1,10
2,16/03/2014,1530,6,1,1,Daylight,1,Calderdale,9,2,3,1,6
1,16/03/2014,1720,3,1,1,Daylight,1,Calderdale,1,1,3,1,41
2,17/03/2014,348,6,1,4,Dark,1,Calderdale,9,1,3,1,25
2,17/03/2014,2110,3,1,4,Dark,1,Calderdale,3,1,2,2,56
2,18/03/2014,926,6,2,1,Daylight,2,Calderdale,9,1,3,2,58
2,18/03/2014,1200,3,2,1,Daylight,2,Calderdale,9,1,3,2,50
1,20/03/2014,818,6,1,1,Daylight,1,Calderdale,9,3,2,1,73
2,21/03/2014,1220,3,1,1,Daylight,1,Calderdale,9,1,3,2,21
2,22/03/2014,1913,3,2,4,Dark,1,Calderdale,9,1,3,1,29
2,23/03/2014,1045,6,1,1,Daylight,1,Calderdale,9,2,3,1,87
2,23/03/2014,1045,6,1,1,Daylight,1,Calderdale,9,2,3,2,50
1,23/03/2014,1315,3,1,1,Daylight,1,Calderdale,9,3,3,2,13
1,23/03/2014,1315,3,1,1,Daylight,1,Calderdale,9,3,3,2,13
2,24/03/2014,816,3,1,1,Daylight,1,Calderdale,11,1,3,2,45
2,24/03/2014,816,3,1,1,Daylight,1,Calderdale,9,1,2,1,43
2,24/03/2014,1800,1,1,1,Daylight,1,Calderdale,9,1,3,2,27
2,25/03/2014,1055,3,2,1,Daylight,1,Calderdale,2,1,3,1,17
2,26/03/2014,720,6,1,1,Daylight,1,Calderdale,3,1,2,1,26
1,22/02/2014,2130,6,1,4,Dark,1,Calderdale,9,3,2,2,53
2,28/03/2014,640,3,5,1,Daylight,2,Calderdale,9,1,3,1,41
2,28/03/2014,640,3,5,1,Daylight,2,Calderdale,9,1,3,2,43
2,28/03/2014,640,3,5,1,Daylight,2,Calderdale,9,2,3,2,23
2,28/03/2014,640,3,5,1,Daylight,2,Calderdale,9,2,3,1,23
2,28/03/2014,1500,3,1,1,Daylight,1,Calderdale,9,1,3,1,39
3,29/03/2014,1100,3,1,1,Daylight,1,Calderdale,9,1,3,2,53
2,01/01/2014,435,3,2,4,Dark,1,Calderdale,9,1,3,1,22
1,02/01/2014,1555,3,1,1,Daylight,1,Calderdale,19,3,3,1,81
1,03/01/2014,805,3,2,1,Daylight,1,Calderdale,9,1,3,1,50
1,03/01/2014,805,3,2,1,Daylight,1,Calderdale,9,2,3,2,40
2,02/01/2014,1320,6,2,1,Daylight,1,Calderdale,3,1,3,1,18
1,04/01/2014,1630,6,1,1,Daylight,1,Calderdale,9,3,3,1,6
2,05/01/2014,1610,6,2,4,Dark,2,Calderdale,3,1,3,1,17
2,05/01/2014,2230,6,2,4,Dark,2,Calderdale,8,1,3,1,39
2,09/01/2014,158,3,1,1,Daylight,1,Calderdale,19,2,3,1,26
2,08/01/2014,1510,3,1,1,Daylight,1,Calderdale,11,2,3,1,42
3,09/01/2014,1840,3,1,1,Daylight,1,Calderdale,3,1,2,1,27
2,11/01/2014,1050,3,1,1,Daylight,1,Calderdale,9,1,3,2,22
2,13/01/2014,845,3,2,1,Daylight,1,Calderdale,9,2,3,1,9
2,14/01/2014,1350,3,2,1,Daylight,1,Calderdale,1,1,3,1,
2,14/01/2014,2201,3,2,4,Dark,2,Calderdale,9,1,3,1,73
2,14/01/2014,2201,3,2,4,Dark,2,Calderdale,9,1,3,1,32
2,14/01/2014,2201,3,2,4,Dark,2,Calderdale,9,2,3,2,76
2,14/01/2014,1905,1,1,4,Dark,1,Calderdale,9,1,3,1,24
2,14/01/2014,1905,1,1,4,Dark,1,Calderdale,9,1,3,2,58
4,15/01/2014,1705,1,1,4,Dark,1,Calderdale,9,1,3,2,43
4,15/01/2014,1705,1,1,4,Dark,1,Calderdale,9,1,3,1,28
4,15/01/2014,1705,1,1,4,Dark,1,Calderdale,9,1,2,1,59
4,15/01/2014,1705,1,1,4,Dark,1,Calderdale,9,1,3,1,27
4,15/01/2014,1705,1,1,4,Dark,1,Calderdale,9,2,3,1,50
2,16/01/2014,655,3,2,4,Dark,1,Calderdale,9,1,3,2,34
2,16/01/2014,655,3,2,4,Dark,1,Calderdale,9,2,3,1,33
1,16/01/2014,1730,3,2,4,Dark,1,Calderdale,9,3,3,1,12
2,17/01/2014,1205,6,2,1,Daylight,1,Calderdale,9,1,3,1,20
2,19/01/2014,1300,3,1,1,Daylight,1,Calderdale,1,1,3,1,22
2,19/01/2014,1605,3,2,1,Daylight,1,Calderdale,1,1,3,1,27
2,19/01/2014,2105,6,2,4,Dark,1,Calderdale,9,1,3,1,44
3,20/01/2014,1110,3,1,1,Daylight,1,Calderdale,9,1,3,1,87
3,20/01/2014,1110,3,1,1,Daylight,1,Calderdale,9,1,3,2,46
3,20/01/2014,1110,3,1,1,Daylight,1,Calderdale,9,1,3,2,71
2,20/01/2014,2100,3,2,4,Dark,1,Calderdale,9,2,3,2,41
2,20/01/2014,2100,3,2,4,Dark,1,Calderdale,9,1,3,1,37
3,24/01/2014,1806,3,2,1,Daylight,2,Calderdale,9,1,3,1,32
3,24/01/2014,1806,3,2,1,Daylight,2,Calderdale,9,2,3,1,33
3,24/01/2014,1806,3,2,1,Daylight,2,Calderdale,9,2,3,1,27
2,23/01/2014,1645,4,3,1,Daylight,3,Calderdale,9,2,3,2,69
2,23/01/2014,1645,4,3,1,Daylight,3,Calderdale,9,1,3,1,71
2,25/01/2014,1715,6,2,4,Dark,5,Calderdale,9,1,3,1,63
2,01/04/2014,1715,3,1,1,Daylight,1,Calderdale,9,1,3,2,42
1,01/04/2014,2047,6,1,4,Dark,1,Calderdale,9,3,2,1,18
1,03/04/2014,1300,3,1,1,Daylight,1,Calderdale,11,2,3,2,84
1,04/04/2014,323,3,2,4,Dark,1,Calderdale,9,1,2,1,17
1,04/04/2014,323,3,2,4,Dark,1,Calderdale,9,2,1,1,18
1,04/04/2014,1525,6,1,1,Daylight,1,Calderdale,9,3,3,2,77
2,07/04/2014,1313,3,1,1,Daylight,1,Calderdale,20,1,3,1,61
2,05/04/2014,1155,3,1,1,Daylight,1,Calderdale,1,1,2,1,44
2,07/04/2014,1450,3,2,1,Daylight,2,Calderdale,9,1,3,1,28
2,07/04/2014,1816,1,1,1,Daylight,4,Calderdale,9,1,3,2,40
2,07/04/2014,1816,1,1,1,Daylight,4,Calderdale,9,2,3,2,28
2,07/04/2014,1816,1,1,1,Daylight,4,Calderdale,9,1,3,1,17
2,08/04/2014,1128,3,2,1,Daylight,1,Calderdale,9,1,3,2,61
2,08/02/2014,1130,3,1,1,Daylight,1,Calderdale,9,1,3,2,48
1,08/04/2014,1305,4,2,1,Daylight,1,Calderdale,9,3,2,1,81
2,08/04/2014,1708,6,1,1,Daylight,1,Calderdale,3,1,3,1,24
2,09/04/2014,1710,3,1,1,Daylight,1,Calderdale,2,1,3,1,18
2,10/04/2014,455,3,1,4,Dark,1,Calderdale,9,1,3,1,54
2,10/04/2014,455,3,1,4,Dark,1,Calderdale,9,2,3,1,20
1,10/04/2014,1545,6,1,1,Daylight,1,Calderdale,9,3,3,1,15
2,11/04/2014,908,6,1,1,Daylight,1,Calderdale,9,1,3,1,20
2,11/04/2014,908,6,1,1,Daylight,1,Calderdale,9,1,3,2,36
1,11/04/2014,2120,3,1,4,Dark,1,Calderdale,1,1,3,2,44
1,12/04/2014,1050,3,1,1,Daylight,4,Calderdale,5,1,2,1,40
2,14/04/2014,1300,6,1,1,Daylight,1,Calderdale,9,1,3,1,24
2,16/04/2014,913,6,1,1,Daylight,1,Calderdale,9,1,3,2,47
2,17/04/2014,845,3,1,1,Daylight,1,Calderdale,5,1,3,1,22
1,17/04/2014,1230,6,1,1,Daylight,1,Calderdale,9,3,3,1,10
2,18/04/2014,100,6,1,4,Dark,1,Calderdale,9,1,3,1,51
2,18/04/2014,100,6,1,4,Dark,1,Calderdale,9,2,3,1,20
2,18/04/2014,100,6,1,4,Dark,1,Calderdale,9,2,3,1,21
2,18/04/2014,100,6,1,4,Dark,1,Calderdale,9,2,3,1,27
2,18/04/2014,100,6,1,4,Dark,1,Calderdale,9,2,3,1,18
3,18/04/2014,1255,3,1,1,Daylight,1,Calderdale,5,1,2,1,24
2,18/04/2014,2115,6,1,4,Dark,1,Calderdale,1,1,3,1,16
3,19/04/2014,1755,6,1,1,Daylight,1,Calderdale,9,1,3,1,18
3,19/04/2014,1755,6,1,1,Daylight,1,Calderdale,9,2,3,1,24
3,19/04/2014,1755,6,1,1,Daylight,1,Calderdale,9,1,3,1,28
2,21/04/2014,1245,3,1,1,Daylight,1,Calderdale,5,1,2,1,56
2,21/04/2014,1245,3,1,1,Daylight,1,Calderdale,5,2,3,2,47
2,02/05/2014,1805,6,1,1,Daylight,1,Calderdale,9,2,2,2,23
2,02/05/2014,1845,6,1,1,Daylight,1,Calderdale,1,1,3,1,26
2,03/05/2014,1525,6,1,1,Daylight,1,Calderdale,1,1,3,2,7
2,03/05/2014,1530,4,1,1,Daylight,1,Calderdale,9,1,2,2,78
2,03/05/2014,1530,4,1,1,Daylight,1,Calderdale,9,2,3,1,17
2,03/05/2014,1530,4,1,1,Daylight,1,Calderdale,9,1,3,1,18
2,03/05/2014,1530,4,1,1,Daylight,1,Calderdale,9,2,3,1,17
1,03/05/2014,2003,6,1,1,Daylight,1,Calderdale,9,3,3,2,10
1,03/05/2014,2003,6,1,1,Daylight,1,Calderdale,9,3,3,2,6
1,03/05/2014,2003,6,1,1,Daylight,1,Calderdale,9,3,3,2,29
1,03/05/2014,2235,6,1,4,Dark,1,Calderdale,9,3,3,1,40
1,04/05/2014,930,1,1,1,Daylight,1,Calderdale,9,1,3,1,30
3,04/05/2014,1700,6,1,1,Daylight,1,Calderdale,5,1,3,1,52
1,05/05/2014,2120,3,2,4,Dark,2,Calderdale,9,1,3,1,25
1,05/05/2014,2120,3,2,4,Dark,2,Calderdale,9,2,3,1,33
2,07/05/2014,755,6,1,1,Daylight,1,Calderdale,9,1,3,1,40
2,07/05/2014,755,6,1,1,Daylight,1,Calderdale,9,1,3,2,22
2,07/05/2014,755,6,1,1,Daylight,1,Calderdale,9,2,3,1,22
2,07/05/2014,1245,6,1,1,Daylight,1,Calderdale,9,1,3,1,43
2,09/05/2014,731,4,1,1,Daylight,1,Calderdale,9,1,3,1,27
2,09/05/2014,731,4,1,1,Daylight,1,Calderdale,11,2,3,1,30
2,09/05/2014,731,4,1,1,Daylight,1,Calderdale,9,2,3,2,30
1,09/05/2014,824,3,2,1,Daylight,2,Calderdale,9,3,2,1,
2,09/05/2014,855,1,2,1,Daylight,2,Calderdale,9,1,3,2,27
2,09/05/2014,855,1,2,1,Daylight,2,Calderdale,9,2,3,2,39
2,09/05/2014,901,4,2,1,Daylight,2,Calderdale,9,1,3,2,55
2,09/05/2014,901,4,2,1,Daylight,2,Calderdale,9,2,3,2,45
1,10/05/2014,715,3,2,1,Daylight,1,Calderdale,2,1,2,2,36
2,11/05/2014,1410,6,2,1,Daylight,1,Calderdale,9,1,3,1,38
2,11/05/2014,1410,6,2,1,Daylight,1,Calderdale,9,2,3,2,37
